evaluation,official_delay_weeks,model,horizon,WIS,activity
temporal_external_2025_2026,1,bioepi_sgq_lstm_full_raw,4,0.8374955230513695,high
temporal_external_2025_2026,1,bioepi_sgq_lstm_no_digital,1,0.5034487565440974,high
temporal_external_2025_2026,1,bioepi_sgq_lstm_no_digital,2,0.6374413345274951,high
temporal_external_2025_2026,1,bioepi_sgq_lstm_no_digital,3,0.7486192571256547,high
temporal_external_2025_2026,1,bioepi_sgq_lstm_no_digital,4,0.7743145987881336,high
temporal_external_2025_2026,1,gb_full_raw,1,0.58467805969276,high
temporal_external_2025_2026,1,gb_full_raw,2,0.6672548715390288,high
temporal_external_2025_2026,1,gb_full_raw,3,0.7015848736025143,high
temporal_external_2025_2026,1,gb_full_raw,4,0.662558711594081,high
temporal_external_2025_2026,1,persistence,1,0.6701496126055102,high
temporal_external_2025_2026,1,persistence,2,0.8831043821111141,high
temporal_external_2025_2026,1,persistence,3,1.0461118043151925,high
temporal_external_2025_2026,1,persistence,4,1.1004362904747735,high
temporal_external_2025_2026,1,ridge_global_open,1,0.5515510536406057,high
temporal_external_2025_2026,1,ridge_global_open,2,0.7465748055578353,high
temporal_external_2025_2026,1,ridge_global_open,3,0.8235670317002786,high
temporal_external_2025_2026,1,ridge_global_open,4,0.7895704485617449,high
temporal_external_2025_2026,1,ridge_google_wiki,1,0.5508801559670756,high
temporal_external_2025_2026,1,ridge_google_wiki,2,0.6840192452184914,high
temporal_external_2025_2026,1,ridge_google_wiki,3,0.700228704420304,high
temporal_external_2025_2026,1,ridge_google_wiki,4,0.672114320561258,high
temporal_external_2025_2026,1,ridge_no_digital,1,0.49258201530168194,high
temporal_external_2025_2026,1,ridge_no_digital,2,0.6035087900388877,high
temporal_external_2025_2026,1,ridge_no_digital,3,0.6771305986809072,high
temporal_external_2025_2026,1,ridge_no_digital,4,0.6764105337568093,high
temporal_external_2025_2026,1,ridge_raw_cn_search,1,0.4804593688176341,high
temporal_external_2025_2026,1,ridge_raw_cn_search,2,0.5730120805986134,high
temporal_external_2025_2026,1,ridge_raw_cn_search,3,0.6419805453380968,high
temporal_external_2025_2026,1,ridge_raw_cn_search,4,0.6526974854948316,high
temporal_external_2025_2026,1,ridge_social_raw,1,0.5282275528553143,high
temporal_external_2025_2026,1,ridge_social_raw,2,0.6780592854710079,high
temporal_external_2025_2026,1,ridge_social_raw,3,0.8102724893872167,high
temporal_external_2025_2026,1,ridge_social_raw,4,0.8261042548138976,high
temporal_external_2025_2026,1,seasonal_naive,1,0.7510657273718074,high
temporal_external_2025_2026,1,seasonal_naive,2,0.7528379167606126,high
temporal_external_2025_2026,1,seasonal_naive,3,0.7563168068570221,high
temporal_external_2025_2026,1,seasonal_naive,4,0.7711402256735115,high
temporal_external_2025_2026,2,bioepi_safe_lstm_common_scale,1,0.5906523042410655,high
temporal_external_2025_2026,2,bioepi_safe_lstm_common_scale,2,0.6982159478303016,high
temporal_external_2025_2026,2,bioepi_safe_lstm_common_scale,3,0.7576689813323053,high
temporal_external_2025_2026,2,bioepi_safe_lstm_common_scale,4,0.7471935768030716,high
temporal_external_2025_2026,2,bioepi_sgq_lstm_full_raw,1,0.668276941561342,high
temporal_external_2025_2026,2,bioepi_sgq_lstm_full_raw,2,0.7765712517737678,high
temporal_external_2025_2026,2,bioepi_sgq_lstm_full_raw,3,0.8003950549191768,high
temporal_external_2025_2026,2,bioepi_sgq_lstm_full_raw,4,0.8113450675499639,high
temporal_external_2025_2026,2,bioepi_sgq_lstm_no_digital,1,0.6580750136084105,high
temporal_external_2025_2026,2,bioepi_sgq_lstm_no_digital,2,0.7608555115694303,high
temporal_external_2025_2026,2,bioepi_sgq_lstm_no_digital,3,0.7932390337277498,high
temporal_external_2025_2026,2,bioepi_sgq_lstm_no_digital,4,0.788728468864119,high
temporal_external_2025_2026,2,gb_full_raw,1,0.6147483400587174,high
temporal_external_2025_2026,2,gb_full_raw,2,0.7271832937596382,high
temporal_external_2025_2026,2,gb_full_raw,3,0.7494321346138241,high
temporal_external_2025_2026,2,gb_full_raw,4,0.7179313168330848,high
temporal_external_2025_2026,2,persistence,1,0.9144143379540086,high
temporal_external_2025_2026,2,persistence,2,1.0836407088640656,high
temporal_external_2025_2026,2,persistence,3,1.1522665767993494,high
temporal_external_2025_2026,2,persistence,4,1.1296102695024028,high
temporal_external_2025_2026,2,ridge_global_open,1,0.6419528768039316,high
temporal_external_2025_2026,2,ridge_global_open,2,0.778356122208305,high
temporal_external_2025_2026,2,ridge_global_open,3,0.8367415213449544,high
temporal_external_2025_2026,2,ridge_global_open,4,0.7870847384766204,high
temporal_external_2025_2026,2,ridge_google_wiki,1,0.6544591440078557,high
temporal_external_2025_2026,2,ridge_google_wiki,2,0.7282314301605038,high
temporal_external_2025_2026,2,ridge_google_wiki,3,0.7212103601149624,high
temporal_external_2025_2026,2,ridge_google_wiki,4,0.6782374295925409,high
temporal_external_2025_2026,2,ridge_no_digital,1,0.6473981458228216,high
temporal_external_2025_2026,2,ridge_no_digital,2,0.7097174627258079,high
temporal_external_2025_2026,2,ridge_no_digital,3,0.6957454187674473,high
temporal_external_2025_2026,2,ridge_no_digital,4,0.674681413826673,high
temporal_external_2025_2026,2,ridge_raw_cn_search,1,0.5953161868888054,high
temporal_external_2025_2026,2,ridge_raw_cn_search,2,0.6507332177281683,high
temporal_external_2025_2026,2,ridge_raw_cn_search,3,0.654644002024085,high
temporal_external_2025_2026,2,ridge_raw_cn_search,4,0.654508412068935,high
temporal_external_2025_2026,2,ridge_social_raw,1,0.6492595831948322,high
temporal_external_2025_2026,2,ridge_social_raw,2,0.7616673029972851,high
temporal_external_2025_2026,2,ridge_social_raw,3,0.8244196811599697,high
temporal_external_2025_2026,2,ridge_social_raw,4,0.8309124322974943,high
temporal_external_2025_2026,2,seasonal_naive,1,0.75207805341807,high
temporal_external_2025_2026,2,seasonal_naive,2,0.7541455174349704,high
temporal_external_2025_2026,2,seasonal_naive,3,0.7606127058921105,high
temporal_external_2025_2026,2,seasonal_naive,4,0.7798827675400961,high
rolling_window_cv,0,bioepi_safe_lstm_common_scale,1,0.1142844560527464,non_high
rolling_window_cv,0,bioepi_safe_lstm_common_scale,2,0.16777468626955286,non_high
rolling_window_cv,0,bioepi_safe_lstm_common_scale,3,0.1940736594343858,non_high
rolling_window_cv,0,bioepi_safe_lstm_common_scale,4,0.23593497754299775,non_high
rolling_window_cv,0,bioepi_sgq_lstm_full_raw,1,0.11517542894859299,non_high
rolling_window_cv,0,bioepi_sgq_lstm_full_raw,2,0.16095991788057018,non_high
rolling_window_cv,0,bioepi_sgq_lstm_full_raw,3,0.1763197183265763,non_high
rolling_window_cv,0,bioepi_sgq_lstm_full_raw,4,0.23164140222680416,non_high
rolling_window_cv,0,bioepi_sgq_lstm_no_digital,1,0.1141338754025445,non_high
rolling_window_cv,0,bioepi_sgq_lstm_no_digital,2,0.158125589740177,non_high
rolling_window_cv,0,bioepi_sgq_lstm_no_digital,3,0.18542577478339037,non_high
rolling_window_cv,0,bioepi_sgq_lstm_no_digital,4,0.2164761464159375,non_high
rolling_window_cv,0,gb_full_raw,1,0.24551729624284532,non_high
rolling_window_cv,0,gb_full_raw,2,0.37957977945053356,non_high
rolling_window_cv,0,gb_full_raw,3,0.3377933282197101,non_high
rolling_window_cv,0,gb_full_raw,4,0.3925347380813151,non_high
rolling_window_cv,0,persistence,1,0.12871879332857064,non_high
rolling_window_cv,0,persistence,2,0.19129521782324155,non_high
rolling_window_cv,0,persistence,3,0.23034094068228525,non_high
rolling_window_cv,0,persistence,4,0.2647432846417834,non_high
rolling_window_cv,0,ridge_global_open,1,0.4247333528348629,non_high
rolling_window_cv,0,ridge_global_open,2,0.4274769162460155,non_high
rolling_window_cv,0,ridge_global_open,3,0.5066755967576478,non_high
rolling_window_cv,0,ridge_global_open,4,0.6586340795516604,non_high
rolling_window_cv,0,ridge_google_wiki,1,0.41789891470494006,non_high
rolling_window_cv,0,ridge_google_wiki,2,0.42419859579084646,non_high
rolling_window_cv,0,ridge_google_wiki,3,0.4980534481946808,non_high
rolling_window_cv,0,ridge_google_wiki,4,0.6515955247882164,non_high
rolling_window_cv,0,ridge_no_digital,1,0.3400507011553266,non_high
rolling_window_cv,0,ridge_no_digital,2,0.5305102676562471,non_high
rolling_window_cv,0,ridge_no_digital,3,0.5817385116115007,non_high
rolling_window_cv,0,ridge_no_digital,4,0.7274858932387788,non_high
rolling_window_cv,0,ridge_raw_cn_search,1,0.16027442363269853,non_high
rolling_window_cv,0,ridge_raw_cn_search,2,0.24819447057352748,non_high
rolling_window_cv,0,ridge_raw_cn_search,3,0.25364066969048066,non_high
rolling_window_cv,0,ridge_raw_cn_search,4,0.2615049623218632,non_high
rolling_window_cv,0,ridge_social_raw,1,0.2763975087631712,non_high
rolling_window_cv,0,ridge_social_raw,2,0.4383477981103876,non_high
rolling_window_cv,0,ridge_social_raw,3,0.5053763638132841,non_high
rolling_window_cv,0,ridge_social_raw,4,0.4959579430203334,non_high
rolling_window_cv,0,seasonal_naive,1,0.3333355119409625,non_high
rolling_window_cv,0,seasonal_naive,2,0.33904868884951883,non_high
rolling_window_cv,0,seasonal_naive,3,0.33571891486835015,non_high
rolling_window_cv,0,seasonal_naive,4,0.3385273263856507,non_high
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,1,0.0668364576557945,non_high
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,2,0.09674194364135447,non_high
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,3,0.1365504134033029,non_high
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,4,0.16852116186116187,non_high
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,1,0.06851507916093179,non_high
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,2,0.10475293051522905,non_high
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,3,0.14035166060784543,non_high
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,4,0.17634992620658196,non_high
temporal_external_2025_2026,0,bioepi_sgq_lstm_no_digital,1,0.06645874006612072,non_high
temporal_external_2025_2026,0,bioepi_sgq_lstm_no_digital,2,0.09931095486720783,non_high
temporal_external_2025_2026,0,bioepi_sgq_lstm_no_digital,3,0.13779380864405555,non_high
temporal_external_2025_2026,0,bioepi_sgq_lstm_no_digital,4,0.16602341598382853,non_high
temporal_external_2025_2026,0,gb_full_raw,1,0.09054665223889892,non_high
temporal_external_2025_2026,0,gb_full_raw,2,0.12834920754565363,non_high
temporal_external_2025_2026,0,gb_full_raw,3,0.23641701310104044,non_high
temporal_external_2025_2026,0,gb_full_raw,4,0.31418133860132647,non_high
temporal_external_2025_2026,0,persistence,1,0.08106800924626865,non_high
temporal_external_2025_2026,0,persistence,2,0.13253694608235053,non_high
temporal_external_2025_2026,0,persistence,3,0.1846494514497289,non_high
temporal_external_2025_2026,0,persistence,4,0.23743568712399524,non_high
temporal_external_2025_2026,0,ridge_global_open,1,0.1392739558343514,non_high
temporal_external_2025_2026,0,ridge_global_open,2,0.2972194310879192,non_high
temporal_external_2025_2026,0,ridge_global_open,3,0.39820401122409965,non_high
temporal_external_2025_2026,0,ridge_global_open,4,0.44164030741524013,non_high
temporal_external_2025_2026,0,ridge_google_wiki,1,0.13057479897052154,non_high
temporal_external_2025_2026,0,ridge_google_wiki,2,0.24171504438104807,non_high
temporal_external_2025_2026,0,ridge_google_wiki,3,0.30652082114514084,non_high
temporal_external_2025_2026,0,ridge_google_wiki,4,0.346422476244022,non_high
temporal_external_2025_2026,0,ridge_no_digital,1,0.11817361159198025,non_high
temporal_external_2025_2026,0,ridge_no_digital,2,0.21243110988174232,non_high
temporal_external_2025_2026,0,ridge_no_digital,3,0.2726496427817648,non_high
temporal_external_2025_2026,0,ridge_no_digital,4,0.30637040994561404,non_high
temporal_external_2025_2026,0,ridge_raw_cn_search,1,0.09705708528200975,non_high
temporal_external_2025_2026,0,ridge_raw_cn_search,2,0.17480029889818186,non_high
temporal_external_2025_2026,0,ridge_raw_cn_search,3,0.23798671596464804,non_high
temporal_external_2025_2026,0,ridge_raw_cn_search,4,0.2741019658664596,non_high
temporal_external_2025_2026,0,ridge_social_raw,1,0.13723677901146733,non_high
temporal_external_2025_2026,0,ridge_social_raw,2,0.28635656055081715,non_high
temporal_external_2025_2026,0,ridge_social_raw,3,0.39445066268096357,non_high
temporal_external_2025_2026,0,ridge_social_raw,4,0.4371756977442491,non_high
temporal_external_2025_2026,0,seasonal_naive,1,0.30672059005988345,non_high
temporal_external_2025_2026,0,seasonal_naive,2,0.30571258538149243,non_high
temporal_external_2025_2026,0,seasonal_naive,3,0.30459965349326185,non_high
temporal_external_2025_2026,0,seasonal_naive,4,0.3048189672738039,non_high
temporal_external_2025_2026,1,bioepi_safe_lstm_common_scale,1,0.10497752770478182,non_high
temporal_external_2025_2026,1,bioepi_safe_lstm_common_scale,2,0.1487467526269984,non_high
temporal_external_2025_2026,1,bioepi_safe_lstm_common_scale,3,0.17661440338343004,non_high
temporal_external_2025_2026,1,bioepi_safe_lstm_common_scale,4,0.24735882842371915,non_high
temporal_external_2025_2026,1,bioepi_sgq_lstm_full_raw,1,0.09354812300173847,non_high
temporal_external_2025_2026,1,bioepi_sgq_lstm_full_raw,2,0.1297288978633512,non_high
temporal_external_2025_2026,1,bioepi_sgq_lstm_full_raw,3,0.15377758718778847,non_high
temporal_external_2025_2026,1,bioepi_sgq_lstm_full_raw,4,0.22803378469944544,non_high
temporal_external_2025_2026,1,bioepi_sgq_lstm_no_digital,1,0.1119220725459496,non_high
temporal_external_2025_2026,1,bioepi_sgq_lstm_no_digital,2,0.15569720434981288,non_high
temporal_external_2025_2026,1,bioepi_sgq_lstm_no_digital,3,0.1925482911312897,non_high
temporal_external_2025_2026,1,bioepi_sgq_lstm_no_digital,4,0.2555618307691932,non_high
temporal_external_2025_2026,1,gb_full_raw,1,0.10171679917304417,non_high
temporal_external_2025_2026,1,gb_full_raw,2,0.16586840108219078,non_high
temporal_external_2025_2026,1,gb_full_raw,3,0.20971114662131793,non_high
temporal_external_2025_2026,1,gb_full_raw,4,0.31164236182862953,non_high
temporal_external_2025_2026,1,persistence,1,0.13299413428181292,non_high
temporal_external_2025_2026,1,persistence,2,0.18523732289067518,non_high
temporal_external_2025_2026,1,persistence,3,0.23888932007722063,non_high
temporal_external_2025_2026,1,persistence,4,0.32781373859163215,non_high
temporal_external_2025_2026,1,ridge_global_open,1,0.2415118834994094,non_high
temporal_external_2025_2026,1,ridge_global_open,2,0.36030723815944615,non_high
temporal_external_2025_2026,1,ridge_global_open,3,0.45052398426709095,non_high
temporal_external_2025_2026,1,ridge_global_open,4,0.49308033572047294,non_high
temporal_external_2025_2026,1,ridge_google_wiki,1,0.20836661507834178,non_high
temporal_external_2025_2026,1,ridge_google_wiki,2,0.2825803891329049,non_high
temporal_external_2025_2026,1,ridge_google_wiki,3,0.33171588704061605,non_high
temporal_external_2025_2026,1,ridge_google_wiki,4,0.37846898136737295,non_high
temporal_external_2025_2026,1,ridge_no_digital,1,0.21006095849312842,non_high
temporal_external_2025_2026,1,ridge_no_digital,2,0.27345330773923715,non_high
temporal_external_2025_2026,1,ridge_no_digital,3,0.30999709272505555,non_high
temporal_external_2025_2026,1,ridge_no_digital,4,0.3379725520381642,non_high
temporal_external_2025_2026,1,ridge_raw_cn_search,1,0.15153720484816546,non_high
temporal_external_2025_2026,1,ridge_raw_cn_search,2,0.20866921426326004,non_high
temporal_external_2025_2026,1,ridge_raw_cn_search,3,0.2564309248023291,non_high
temporal_external_2025_2026,1,ridge_raw_cn_search,4,0.2929479695146869,non_high
temporal_external_2025_2026,1,ridge_social_raw,1,0.2410684089970011,non_high
temporal_external_2025_2026,1,ridge_social_raw,2,0.35836337907082244,non_high
temporal_external_2025_2026,1,ridge_social_raw,3,0.46907204238231626,non_high
temporal_external_2025_2026,1,ridge_social_raw,4,0.5028679331965051,non_high
temporal_external_2025_2026,1,seasonal_naive,1,0.3071950498403503,non_high
temporal_external_2025_2026,1,seasonal_naive,2,0.3059988721104786,non_high
temporal_external_2025_2026,1,seasonal_naive,3,0.30636465200482793,non_high
temporal_external_2025_2026,1,seasonal_naive,4,0.3072519736532556,non_high
temporal_external_2025_2026,2,bioepi_safe_lstm_common_scale,1,0.12783094944485893,non_high
temporal_external_2025_2026,2,bioepi_safe_lstm_common_scale,2,0.1728229951115128,non_high
temporal_external_2025_2026,2,bioepi_safe_lstm_common_scale,3,0.20864669751358234,non_high
temporal_external_2025_2026,2,bioepi_safe_lstm_common_scale,4,0.2767085403163771,non_high
temporal_external_2025_2026,2,bioepi_sgq_lstm_full_raw,1,0.12893960699118082,non_high
temporal_external_2025_2026,2,bioepi_sgq_lstm_full_raw,2,0.16808925168031374,non_high
temporal_external_2025_2026,2,bioepi_sgq_lstm_full_raw,3,0.21079108947136063,non_high
temporal_external_2025_2026,2,bioepi_sgq_lstm_full_raw,4,0.2836772996440275,non_high
temporal_external_2025_2026,2,bioepi_sgq_lstm_no_digital,1,0.13344077712414962,non_high
temporal_external_2025_2026,2,bioepi_sgq_lstm_no_digital,2,0.17978548425757704,non_high
temporal_external_2025_2026,2,bioepi_sgq_lstm_no_digital,3,0.21795187257186777,non_high
temporal_external_2025_2026,2,bioepi_sgq_lstm_no_digital,4,0.28464600966669557,non_high
temporal_external_2025_2026,2,gb_full_raw,1,0.10712473074773748,non_high
temporal_external_2025_2026,2,gb_full_raw,2,0.15176005881261526,non_high
temporal_external_2025_2026,2,gb_full_raw,3,0.21943378270795222,non_high
temporal_external_2025_2026,2,gb_full_raw,4,0.3201519876130883,non_high
temporal_external_2025_2026,2,persistence,1,0.16985035393467238,non_high
temporal_external_2025_2026,2,persistence,2,0.228238086876702,non_high
temporal_external_2025_2026,2,persistence,3,0.2992619062083875,non_high
temporal_external_2025_2026,2,persistence,4,0.40923310826967946,non_high
temporal_external_2025_2026,2,ridge_global_open,1,0.24748173270957396,non_high
temporal_external_2025_2026,2,ridge_global_open,2,0.36106276720366887,non_high
temporal_external_2025_2026,2,ridge_global_open,3,0.4447450273862983,non_high
temporal_external_2025_2026,2,ridge_global_open,4,0.5026321724838096,non_high
temporal_external_2025_2026,2,ridge_google_wiki,1,0.21586345567038911,non_high
temporal_external_2025_2026,2,ridge_google_wiki,2,0.2841684067096751,non_high
temporal_external_2025_2026,2,ridge_google_wiki,3,0.3290135492443045,non_high
temporal_external_2025_2026,2,ridge_google_wiki,4,0.38819055518697637,non_high
temporal_external_2025_2026,2,ridge_no_digital,1,0.24321280433608794,non_high
temporal_external_2025_2026,2,ridge_no_digital,2,0.2884351690136173,non_high
temporal_external_2025_2026,2,ridge_no_digital,3,0.3129604840717212,non_high
temporal_external_2025_2026,2,ridge_no_digital,4,0.3408257195890183,non_high
temporal_external_2025_2026,2,ridge_raw_cn_search,1,0.16430796568120534,non_high
temporal_external_2025_2026,2,ridge_raw_cn_search,2,0.21504868708451444,non_high
temporal_external_2025_2026,2,ridge_raw_cn_search,3,0.24964564553581545,non_high
temporal_external_2025_2026,2,ridge_raw_cn_search,4,0.28379629054996364,non_high
temporal_external_2025_2026,2,ridge_social_raw,1,0.26628663159665283,non_high
temporal_external_2025_2026,2,ridge_social_raw,2,0.3881855669933431,non_high
temporal_external_2025_2026,2,ridge_social_raw,3,0.47027346380789975,non_high
temporal_external_2025_2026,2,ridge_social_raw,4,0.5048660250369915,non_high
temporal_external_2025_2026,2,seasonal_naive,1,0.303773686590838,non_high
temporal_external_2025_2026,2,seasonal_naive,2,0.3035913262876365,non_high
temporal_external_2025_2026,2,seasonal_naive,3,0.30481552170741977,non_high
temporal_external_2025_2026,2,seasonal_naive,4,0.3083193888521199,non_high
