evaluation,official_delay_weeks,country,region,horizon,variant,expert,expert_label,mean,std,min,max,count
temporal_external_2025_2026,0,USA,national,4,no_google_wiki,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.8656716417910447,0.22330319028103457,0.5,1.0,67
temporal_external_2025_2026,0,USA,national,4,no_google_wiki,gb_full_raw,Digital gradient-boosting expert,0.041621470689261336,0.09530887171080997,0.0,0.29003895059923673,67
temporal_external_2025_2026,0,USA,national,4,no_google_wiki,ridge_global_open,Global open-data expert,0.03731343283582089,0.13238582375759303,0.0,0.5,67
temporal_external_2025_2026,0,USA,national,4,no_google_wiki,ridge_social_raw,Social-media expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,0,USA,national,4,no_gradient_boosting,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.06414423323955197,0.1381524123939153,0.0,0.5,67
temporal_external_2025_2026,0,USA,national,4,no_gradient_boosting,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.8656716417910447,0.22330319028103457,0.5,1.0,67
temporal_external_2025_2026,0,USA,national,4,no_gradient_boosting,ridge_global_open,Global open-data expert,0.02647786181673506,0.0994476048658364,0.0,0.5,67
temporal_external_2025_2026,0,USA,national,4,no_gradient_boosting,ridge_google_wiki,Google/Wikipedia expert,0.0437062631526682,0.090066190463923,0.0,0.25290893898812716,67
temporal_external_2025_2026,0,USA,national,4,no_gradient_boosting,ridge_social_raw,Social-media expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,0,USA,national,4,no_social,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.04485286088969171,0.10555557831640966,0.0,0.5,67
temporal_external_2025_2026,0,USA,national,4,no_social,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.8805970149253731,0.21478587361860144,0.5,1.0,67
temporal_external_2025_2026,0,USA,national,4,no_social,gb_full_raw,Digital gradient-boosting expert,0.03116304978229466,0.0725201787993434,0.0,0.2783821144659302,67
temporal_external_2025_2026,0,USA,national,4,no_social,ridge_google_wiki,Google/Wikipedia expert,0.043387074402640495,0.11178474185330488,0.0,0.5,67
temporal_external_2025_2026,0,USA,national,4,no_source_specific_ridge,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.055393454683873,0.12131683510184714,0.0,0.5,67
temporal_external_2025_2026,0,USA,national,4,no_source_specific_ridge,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.9029850746268657,0.19921828233443384,0.5,1.0,67
temporal_external_2025_2026,0,USA,national,4,no_source_specific_ridge,gb_full_raw,Digital gradient-boosting expert,0.041621470689261336,0.09530887171080997,0.0,0.29003895059923673,67
temporal_external_2025_2026,1,CHN,national,1,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.28225806451612906,0.24993388866736183,0.0,0.5,62
temporal_external_2025_2026,1,CHN,national,1,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.7096774193548387,0.24874088000044353,0.5,1.0,62
temporal_external_2025_2026,1,CHN,national,1,full,gb_full_raw,Digital gradient-boosting expert,0.0,0.0,0.0,0.0,62
temporal_external_2025_2026,1,CHN,national,1,full,ridge_raw_cn_search,China local-search expert,0.008064516129032258,0.06350006350009525,0.0,0.5,62
temporal_external_2025_2026,1,CHN,national,2,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.2578889443799388,0.2419263746475706,0.0,0.5,62
temporal_external_2025_2026,1,CHN,national,2,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.7258064516129032,0.25085786183203473,0.5,1.0,62
temporal_external_2025_2026,1,CHN,national,2,full,gb_full_raw,Digital gradient-boosting expert,0.01630460400715798,0.0555228280534437,0.0,0.20881343209857586,62
temporal_external_2025_2026,1,CHN,national,2,full,ridge_raw_cn_search,China local-search expert,0.0,0.0,0.0,0.0,62
temporal_external_2025_2026,1,CHN,national,3,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.2585039861422558,0.22937275297257226,0.0,0.5,62
temporal_external_2025_2026,1,CHN,national,3,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.7096774193548387,0.24874088000044356,0.5,1.0,62
temporal_external_2025_2026,1,CHN,national,3,full,gb_full_raw,Digital gradient-boosting expert,0.03181859450290548,0.06558855318808256,0.0,0.18026267102497956,62
temporal_external_2025_2026,1,CHN,national,3,full,ridge_raw_cn_search,China local-search expert,0.0,0.0,0.0,0.0,62
temporal_external_2025_2026,1,CHN,national,4,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.1973329209544084,0.1813782825642294,0.0,0.5,62
temporal_external_2025_2026,1,CHN,national,4,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.6854838709677419,0.24350364335211408,0.5,1.0,62
temporal_external_2025_2026,1,CHN,national,4,full,gb_full_raw,Digital gradient-boosting expert,0.06776041811328398,0.08299687993253793,0.0,0.19259361774676545,62
temporal_external_2025_2026,1,CHN,national,4,full,ridge_raw_cn_search,China local-search expert,0.04942278996456566,0.12659637678597604,0.0,0.5,62
temporal_external_2025_2026,1,JPN,national,1,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.07712364140280961,0.10302112921027409,0.0,0.23555460336445516,67
temporal_external_2025_2026,1,JPN,national,1,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.5373134328358209,0.1323858237575931,0.5,1.0,67
temporal_external_2025_2026,1,JPN,national,1,full,gb_full_raw,Digital gradient-boosting expert,0.29416373457788997,0.13218756188438752,0.0,0.5,67
temporal_external_2025_2026,1,JPN,national,1,full,ridge_google_wiki,Google/Wikipedia expert,0.09139919118347957,0.11090162874638873,0.0,0.29586055594662725,67
temporal_external_2025_2026,1,JPN,national,2,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.13233892799943395,0.09240357037211154,0.0,0.2545700045007622,67
temporal_external_2025_2026,1,JPN,national,2,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.5447761194029851,0.14384712222561707,0.5,1.0,67
temporal_external_2025_2026,1,JPN,national,2,full,gb_full_raw,Digital gradient-boosting expert,0.2377791999178668,0.09266813665606094,0.0,0.3828195779131353,67
temporal_external_2025_2026,1,JPN,national,2,full,ridge_google_wiki,Google/Wikipedia expert,0.08510575267971418,0.09289347981505701,0.0,0.24877690914853026,67
temporal_external_2025_2026,1,JPN,national,3,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.11071970105467323,0.07621212420761385,0.0,0.22646464144110084,67
temporal_external_2025_2026,1,JPN,national,3,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.5522388059701493,0.15409384090421435,0.5,1.0,67
temporal_external_2025_2026,1,JPN,national,3,full,gb_full_raw,Digital gradient-boosting expert,0.2514713172753179,0.09634896731695965,0.0,0.41649160114945927,67
temporal_external_2025_2026,1,JPN,national,3,full,ridge_google_wiki,Google/Wikipedia expert,0.08557017569985963,0.08569263249477795,0.0,0.23615902275763032,67
temporal_external_2025_2026,1,JPN,national,4,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.05004787542158126,0.08839360732661514,0.0,0.2464641175119676,67
temporal_external_2025_2026,1,JPN,national,4,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.5597014925373134,0.1633547000488251,0.5,1.0,67
temporal_external_2025_2026,1,JPN,national,4,full,gb_full_raw,Digital gradient-boosting expert,0.25928838852044106,0.12959237751485939,0.0,0.5,67
temporal_external_2025_2026,1,JPN,national,4,full,ridge_google_wiki,Google/Wikipedia expert,0.13096224352066424,0.11211059568607594,0.0,0.2672086955123842,67
temporal_external_2025_2026,1,USA,national,1,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.13443047961359883,0.2175970468763594,0.0,0.5,67
temporal_external_2025_2026,1,USA,national,1,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.7985074626865671,0.24709986774669498,0.5,1.0,67
temporal_external_2025_2026,1,USA,national,1,full,gb_full_raw,Digital gradient-boosting expert,0.01613415471690909,0.07234807976177235,0.0,0.5,67
temporal_external_2025_2026,1,USA,national,1,full,ridge_global_open,Global open-data expert,0.011046413456540958,0.05140628563822365,0.0,0.24697056967454128,67
temporal_external_2025_2026,1,USA,national,1,full,ridge_google_wiki,Google/Wikipedia expert,0.039881489526383956,0.11629301234388728,0.0,0.5,67
temporal_external_2025_2026,1,USA,national,1,full,ridge_social_raw,Social-media expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,1,USA,national,2,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.12225817561634811,0.20542587128623718,0.0,0.5,67
temporal_external_2025_2026,1,USA,national,2,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.8582089552238806,0.22706910824369944,0.5,1.0,67
temporal_external_2025_2026,1,USA,national,2,full,gb_full_raw,Digital gradient-boosting expert,0.0195328691597713,0.06960698025635809,0.0,0.2863636078257616,67
temporal_external_2025_2026,1,USA,national,2,full,ridge_global_open,Global open-data expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,1,USA,national,2,full,ridge_google_wiki,Google/Wikipedia expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,1,USA,national,2,full,ridge_social_raw,Social-media expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,1,USA,national,3,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.0772043670072704,0.15510236852139295,0.0,0.5,67
temporal_external_2025_2026,1,USA,national,3,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.8805970149253731,0.2147858736186015,0.5,1.0,67
temporal_external_2025_2026,1,USA,national,3,full,gb_full_raw,Digital gradient-boosting expert,0.03548503122429682,0.08602996730446441,0.0,0.2885770791969127,67
temporal_external_2025_2026,1,USA,national,3,full,ridge_global_open,Global open-data expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,1,USA,national,3,full,ridge_google_wiki,Google/Wikipedia expert,0.006713586843059659,0.024109718139206444,0.0,0.10830815646149769,67
temporal_external_2025_2026,1,USA,national,3,full,ridge_social_raw,Social-media expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,1,USA,national,4,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.06466273914512342,0.14307299884914274,0.0,0.5,67
temporal_external_2025_2026,1,USA,national,4,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.8880597014925373,0.2099945079077658,0.5,1.0,67
temporal_external_2025_2026,1,USA,national,4,full,gb_full_raw,Digital gradient-boosting expert,0.035998185518546416,0.09392196228801399,0.0,0.5,67
temporal_external_2025_2026,1,USA,national,4,full,ridge_global_open,Global open-data expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,1,USA,national,4,full,ridge_google_wiki,Google/Wikipedia expert,0.011279373843792849,0.033579127589223545,0.0,0.13201061738666478,67
temporal_external_2025_2026,1,USA,national,4,full,ridge_social_raw,Social-media expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,2,CHN,national,1,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.01560568631693615,0.054849514067508175,0.0,0.24582848582268654,62
temporal_external_2025_2026,2,CHN,national,1,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.8870967741935484,0.2107627607071491,0.5,1.0,62
temporal_external_2025_2026,2,CHN,national,1,full,gb_full_raw,Digital gradient-boosting expert,0.04569297274213163,0.12322773906831919,0.0,0.5,62
temporal_external_2025_2026,2,CHN,national,1,full,ridge_raw_cn_search,China local-search expert,0.05160456674738383,0.12012519387421695,0.0,0.5,62
temporal_external_2025_2026,2,CHN,national,2,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.09577005463186766,0.18008073546818773,0.0,0.5,62
temporal_external_2025_2026,2,CHN,national,2,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.7016129032258065,0.2472749418763609,0.5,1.0,62
temporal_external_2025_2026,2,CHN,national,2,full,gb_full_raw,Digital gradient-boosting expert,0.11610150234816573,0.20342823098188267,0.0,0.5,62
temporal_external_2025_2026,2,CHN,national,2,full,ridge_raw_cn_search,China local-search expert,0.08651553979416017,0.1826455571238415,0.0,0.5,62
temporal_external_2025_2026,2,CHN,national,3,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.035187759750797805,0.0972982798426583,0.0,0.5,62
temporal_external_2025_2026,2,CHN,national,3,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.6854838709677419,0.24350364335211402,0.5,1.0,62
temporal_external_2025_2026,2,CHN,national,3,full,gb_full_raw,Digital gradient-boosting expert,0.13313470261662788,0.21581176927671428,0.0,0.5,62
temporal_external_2025_2026,2,CHN,national,3,full,ridge_raw_cn_search,China local-search expert,0.14619366666483236,0.20578345877458912,0.0,0.5,62
temporal_external_2025_2026,2,CHN,national,4,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.06773305054670357,0.09790596233460053,0.0,0.5,62
temporal_external_2025_2026,2,CHN,national,4,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.6693548387096774,0.2385672463725413,0.5,1.0,62
temporal_external_2025_2026,2,CHN,national,4,full,gb_full_raw,Digital gradient-boosting expert,0.13760595445769103,0.16990300900637853,0.0,0.5,62
temporal_external_2025_2026,2,CHN,national,4,full,ridge_raw_cn_search,China local-search expert,0.125306156285928,0.18952701096681063,0.0,0.5,62
temporal_external_2025_2026,2,JPN,national,1,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.07946721172338876,0.08555091968241046,0.0,0.21515512440573809,67
temporal_external_2025_2026,2,JPN,national,1,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.5447761194029851,0.14384712222561707,0.5,1.0,67
temporal_external_2025_2026,2,JPN,national,1,full,gb_full_raw,Digital gradient-boosting expert,0.290366498890491,0.11397594107033159,0.0,0.5,67
temporal_external_2025_2026,2,JPN,national,1,full,ridge_google_wiki,Google/Wikipedia expert,0.0853901699831352,0.08497707359486098,0.0,0.23965236398711012,67
temporal_external_2025_2026,2,JPN,national,2,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.09402450764744381,0.09071749864125847,0.0,0.2453503608159816,67
temporal_external_2025_2026,2,JPN,national,2,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.5522388059701493,0.15409384090421435,0.5,1.0,67
temporal_external_2025_2026,2,JPN,national,2,full,gb_full_raw,Digital gradient-boosting expert,0.22809296867324572,0.09100905289999996,0.0,0.3903145629054906,67
temporal_external_2025_2026,2,JPN,national,2,full,ridge_google_wiki,Google/Wikipedia expert,0.12564371770916125,0.10662997821856893,0.0,0.2697247249846005,67
temporal_external_2025_2026,2,JPN,national,3,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.09406589968783259,0.07826708936124359,0.0,0.23052389459378617,67
temporal_external_2025_2026,2,JPN,national,3,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.5597014925373134,0.1633547000488251,0.5,1.0,67
temporal_external_2025_2026,2,JPN,national,3,full,gb_full_raw,Digital gradient-boosting expert,0.22906744192005626,0.10029575319730798,0.0,0.4240368413649332,67
temporal_external_2025_2026,2,JPN,national,3,full,ridge_google_wiki,Google/Wikipedia expert,0.11716516585479772,0.09833747368030286,0.0,0.25734219228814437,67
temporal_external_2025_2026,2,JPN,national,4,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.09449499026768697,0.1643804867274953,0.0,0.5,67
temporal_external_2025_2026,2,JPN,national,4,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.5671641791044776,0.17178921166032673,0.5,1.0,67
temporal_external_2025_2026,2,JPN,national,4,full,gb_full_raw,Digital gradient-boosting expert,0.17929698328843424,0.15734478639127372,0.0,0.5,67
temporal_external_2025_2026,2,JPN,national,4,full,ridge_google_wiki,Google/Wikipedia expert,0.15904384733940122,0.13373553839863628,0.0,0.333970105190065,67
temporal_external_2025_2026,2,USA,national,1,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.22068375377482552,0.2149425470608564,0.0,0.5,67
temporal_external_2025_2026,2,USA,national,1,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.664179104477612,0.2365801117036919,0.5,1.0,67
temporal_external_2025_2026,2,USA,national,1,full,gb_full_raw,Digital gradient-boosting expert,0.011376619093070174,0.04581172019014423,0.0,0.22039140580540278,67
temporal_external_2025_2026,2,USA,national,1,full,ridge_global_open,Global open-data expert,0.03529759433898193,0.06920958451018443,0.0,0.17370536686922994,67
temporal_external_2025_2026,2,USA,national,1,full,ridge_google_wiki,Google/Wikipedia expert,0.06846292831551044,0.11278640881772883,0.0,0.5,67
temporal_external_2025_2026,2,USA,national,1,full,ridge_social_raw,Social-media expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,2,USA,national,2,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.13821951629305612,0.2174849635356571,0.0,0.5,67
temporal_external_2025_2026,2,USA,national,2,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.8432835820895522,0.23369488045443057,0.5,1.0,67
temporal_external_2025_2026,2,USA,national,2,full,gb_full_raw,Digital gradient-boosting expert,0.012857089397083651,0.051531570305694094,0.0,0.23699795429081047,67
temporal_external_2025_2026,2,USA,national,2,full,ridge_global_open,Global open-data expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,2,USA,national,2,full,ridge_google_wiki,Google/Wikipedia expert,0.00563981222030799,0.02626026748613016,0.0,0.13173061665027005,67
temporal_external_2025_2026,2,USA,national,2,full,ridge_social_raw,Social-media expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,2,USA,national,3,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.1579765318145217,0.21857128103905485,0.0,0.5,67
temporal_external_2025_2026,2,USA,national,3,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.7985074626865671,0.24709986774669507,0.5,1.0,67
temporal_external_2025_2026,2,USA,national,3,full,gb_full_raw,Digital gradient-boosting expert,0.03729116829730727,0.10003223341331526,0.0,0.5,67
temporal_external_2025_2026,2,USA,national,3,full,ridge_global_open,Global open-data expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,2,USA,national,3,full,ridge_google_wiki,Google/Wikipedia expert,0.006224837201603868,0.02492529466001496,0.0,0.11334083380077174,67
temporal_external_2025_2026,2,USA,national,3,full,ridge_social_raw,Social-media expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,2,USA,national,4,full,bioepi_sgq_lstm_full_raw,Full digital SGQ-LSTM,0.12301378014143557,0.19953525012842044,0.0,0.5,67
temporal_external_2025_2026,2,USA,national,4,full,bioepi_sgq_lstm_no_digital,Surveillance SGQ-LSTM,0.8432835820895522,0.2336948804544306,0.5,1.0,67
temporal_external_2025_2026,2,USA,national,4,full,gb_full_raw,Digital gradient-boosting expert,0.0247615639230873,0.06829905716249517,0.0,0.24738930751917548,67
temporal_external_2025_2026,2,USA,national,4,full,ridge_global_open,Global open-data expert,0.0,0.0,0.0,0.0,67
temporal_external_2025_2026,2,USA,national,4,full,ridge_google_wiki,Google/Wikipedia expert,0.008941073845924888,0.031754009562768484,0.0,0.1270413084070048,67
temporal_external_2025_2026,2,USA,national,4,full,ridge_social_raw,Social-media expert,0.0,0.0,0.0,0.0,67
